Date,YEAR,MO,DY,T2M,T2M_RANGE,T2M_MAX,T2M_MIN,PRECTOTCORR,PS,WS10M,WS50M
02/07/2012,2012,2,7,20.13,17.66,29.77,12.12,0.01,100.32,2.42,4
02/08/2012,2012,2,8,18.33,10.81,23.67,12.87,1.82,100.13,3.34,5.17
02/09/2012,2012,2,9,13.51,16.71,23.12,6.4,0,100.54,4.46,6.98
02/10/2012,2012,2,10,13.16,19.08,23.37,4.29,0,100.58,3.57,5.76
02/11/2012,2012,2,11,14.24,19.04,24.42,5.38,0,100.59,3.35,5.13
02/12/2012,2012,2,12,15.89,17.82,25.25,7.43,0,100.56,3.08,5.02
02/13/2012,2012,2,13,18.46,19.63,28.69,9.06,0.5,100.44,4.07,6.77
02/14/2012,2012,2,14,20.31,18.23,30.49,12.26,0.11,100.42,3.02,5.03
02/15/2012,2012,2,15,21.3,17.23,30.62,13.38,0.11,100.25,2.23,3.92
02/16/2012,2012,2,16,21.31,14.5,29.26,14.76,0.15,100.23,2.31,3.96
02/17/2012,2012,2,17,20.34,14.56,28.87,14.31,0.02,100.5,3.21,5.2
02/18/2012,2012,2,18,18.78,19.3,29.33,10.02,0,100.57,4.11,6.66
02/19/2012,2012,2,19,18.72,19.62,29.37,9.75,0,100.42,4.29,6.9
02/20/2012,2012,2,20,20.29,19.4,30.89,11.49,0,100.21,4.23,6.62
02/21/2012,2012,2,21,22.36,19.2,32.11,12.9,0,100.08,3.02,4.32
02/22/2012,2012,2,22,24.04,19.7,34.68,14.98,0,100.03,2.62,4.01
02/23/2012,2012,2,23,24.44,19.67,35.26,15.59,0,100.03,3.61,5.36
02/24/2012,2012,2,24,23.59,19.75,34.3,14.54,0,100.01,3.67,5.88
02/25/2012,2012,2,25,22.88,19.3,33.45,14.15,0,100.05,3.69,5.9
02/26/2012,2012,2,26,21.79,20.03,33.01,12.98,0,100.01,4.71,7.66
02/27/2012,2012,2,27,20.37,20.41,31.63,11.23,0,99.9,5.07,7.92
02/28/2012,2012,2,28,21.59,21.21,33.02,11.81,0,99.63,3.8,5.96
02/29/2012,2012,2,29,21.26,19.02,31.58,12.56,0,99.68,3.36,4.87
03/01/2012,2012,3,1,21.23,19.38,32.07,12.69,0,99.9,3.2,4.66
03/02/2012,2012,3,2,21.8,17.74,31.88,14.14,0,99.77,3.12,4.55
03/03/2012,2012,3,3,22.28,20.2,32.73,12.52,0,99.74,4.16,6.2
03/04/2012,2012,3,4,23.75,20.11,34.15,14.04,0,99.85,3.91,5.79
03/05/2012,2012,3,5,26.15,19.38,35.96,16.58,0,99.8,3.13,4.53
03/06/2012,2012,3,6,26.29,18.05,35.76,17.71,0,99.62,3.61,5.14
03/07/2012,2012,3,7,25.37,15.43,33.54,18.11,0,99.52,2.89,4.26
03/08/2012,2012,3,8,23.68,18.49,33.33,14.84,0,99.58,2.63,4.43
03/09/2012,2012,3,9,20.89,20.07,31.26,11.19,0,99.87,3.34,5.34
03/10/2012,2012,3,10,20.02,20.28,30.95,10.67,0,100.17,2.62,4.27
03/11/2012,2012,3,11,21.98,21.08,33.48,12.4,0,100.32,2.25,3.87
03/12/2012,2012,3,12,23.59,19.72,33.38,13.66,3.15,100.42,2.35,4.16
03/13/2012,2012,3,13,22.24,15.72,32.28,16.56,7.34,100.35,5.16,7.48
03/14/2012,2012,3,14,20.78,17.12,29.85,12.74,0,100.47,3.61,5.41
03/15/2012,2012,3,15,22.05,19.59,32.48,12.89,0,100.32,4.35,6.69
03/16/2012,2012,3,16,22.78,20.72,33.08,12.37,0,100.24,3.48,5.16
03/17/2012,2012,3,17,25.33,21.16,36.01,14.86,0,100.04,2.99,4.52
03/18/2012,2012,3,18,25.61,19.53,35.89,16.36,0,100.07,2.71,4.54
03/19/2012,2012,3,19,26.82,19.13,36.88,17.75,0,100.11,2.77,4.22
03/20/2012,2012,3,20,29.79,18.99,39.02,20.03,0,100.01,2.22,2.97
03/21/2012,2012,3,21,29.67,18.71,39.49,20.78,0,99.84,3.8,5.85
03/22/2012,2012,3,22,24.34,20.92,35.5,14.58,0,100,5,7.77
03/23/2012,2012,3,23,24.8,23.48,36.86,13.38,0,100.12,4.58,7.02
03/24/2012,2012,3,24,26.32,23.14,38.24,15.11,0,100.18,3.5,5.04
03/25/2012,2012,3,25,27.05,21.48,37.55,16.07,0,100.11,3.11,4.44
03/26/2012,2012,3,26,29.53,20.09,39.05,18.96,0,100.12,2.09,2.73
03/27/2012,2012,3,27,30.65,17.52,40.42,22.9,0,100.09,2.65,3.83
03/28/2012,2012,3,28,30.76,20.39,40.83,20.44,0,100.17,3.36,5.01
03/29/2012,2012,3,29,29.45,17.73,38.62,20.9,0,100.03,5.38,8.62
03/30/2012,2012,3,30,28.55,18.98,38.13,19.16,0,99.93,3.82,5.84
03/31/2012,2012,3,31,29.68,18.44,39.01,20.57,0,100.14,2.01,3.09
04/01/2012,2012,4,1,30.4,19.67,40.45,20.78,0,100.12,2.52,3.87
04/02/2012,2012,4,2,30.84,18.71,40.28,21.56,0,100.12,2.02,2.91
04/03/2012,2012,4,3,32.51,17.12,40.95,23.83,0,100.11,1.91,2.58
04/04/2012,2012,4,4,33.88,16.81,42.04,25.23,0,99.88,1.42,1.92
04/05/2012,2012,4,5,33.17,15.84,40.69,24.86,0.02,99.68,2.03,2.99
04/06/2012,2012,4,6,29.86,15.13,37.3,22.16,15.7,99.73,2.16,3.27
04/07/2012,2012,4,7,31.12,16.93,39.75,22.82,0.96,99.6,3.08,4.69
04/08/2012,2012,4,8,30.22,18.18,39.3,21.11,0.1,99.56,2.61,4.17
04/09/2012,2012,4,9,32.15,15.39,40.09,24.7,0.1,99.62,2.05,2.77
04/10/2012,2012,4,10,32.12,16.09,40.91,24.83,0,99.6,2.01,3.18
04/11/2012,2012,4,11,30.3,15.38,38.2,22.83,1.02,99.6,4.14,6.41
04/12/2012,2012,4,12,29.83,15.84,37.66,21.83,14.37,99.52,2.26,3.69
04/13/2012,2012,4,13,30.95,15.98,38.95,22.98,0.09,99.59,1.98,3
04/14/2012,2012,4,14,30.08,15.78,38.41,22.63,0,99.86,3.02,4.92
04/15/2012,2012,4,15,29.19,14.86,37.19,22.33,0.52,99.9,2.52,3.93
04/16/2012,2012,4,16,28.83,15.53,37.23,21.7,0,99.72,4,5.91
04/17/2012,2012,4,17,30.55,17.95,39.46,21.51,0,99.51,3.39,4.88
04/18/2012,2012,4,18,31.82,17.84,40.72,22.88,0,99.39,3.38,4.76
04/19/2012,2012,4,19,32.76,16.77,41.25,24.48,0,99.47,4,6.21
04/20/2012,2012,4,20,33.01,14.24,40.26,26.02,0,99.63,5.05,8.12
04/21/2012,2012,4,21,33.41,14.34,40.75,26.41,0,99.7,5.31,8.05
04/22/2012,2012,4,22,32.24,16.36,40.19,23.83,0,99.44,5.57,8.58
04/23/2012,2012,4,23,32.59,16.54,41.06,24.52,0,99.39,3.11,4.6
04/24/2012,2012,4,24,33.38,18.45,42.4,23.95,0,99.43,2.79,3.95
04/25/2012,2012,4,25,34.18,16.12,42.9,26.79,0,99.48,2.1,3.11
04/26/2012,2012,4,26,34.19,16.28,42.51,26.24,0.07,99.61,2.72,4.13
04/27/2012,2012,4,27,34.22,16.62,42.4,25.8,0.04,99.41,2.79,4.29
04/28/2012,2012,4,28,33.69,15.38,41.39,26.01,0.08,99.28,5.03,7.6
04/29/2012,2012,4,29,34.54,17.09,42.87,25.78,0,99.18,3.66,6.05
04/30/2012,2012,4,30,33.7,18.19,42.74,24.55,0,99.13,2.69,4.23
05/01/2012,2012,5,1,33.87,16.1,42.26,26.16,0,99.28,1.91,2.55
05/02/2012,2012,5,2,33.38,17.63,41.86,24.23,0,99.47,2.92,4.1
05/03/2012,2012,5,3,33.44,15.48,41.52,26.05,0,99.4,1.91,3.02
05/04/2012,2012,5,4,33.4,17.27,41.69,24.42,0,99.35,2.77,4.38
05/05/2012,2012,5,5,33.25,14.35,40.4,26.05,0.28,99.56,3.22,4.94
05/06/2012,2012,5,6,34.37,15.81,41.37,25.55,0,99.54,2.14,3.2
05/07/2012,2012,5,7,35.32,15.71,42.75,27.04,0,99.37,2.53,3.49
05/08/2012,2012,5,8,35.7,14.13,42.92,28.79,0,99.37,2.88,3.88
05/09/2012,2012,5,9,35.78,14.2,42.98,28.77,0,99.51,2.48,3.86
05/10/2012,2012,5,10,35.62,13.38,42.42,29.05,1.48,99.66,3.14,5.01
05/11/2012,2012,5,11,36.67,15.8,44.16,28.36,0,99.34,2.1,3.3
05/12/2012,2012,5,12,37.18,14.93,44.33,29.39,0.02,99.15,3.05,4.24
05/13/2012,2012,5,13,37.01,15.7,44.55,28.86,0,99.17,4.15,6.31
05/14/2012,2012,5,14,36.89,14.98,43.95,28.98,0,99.19,5.75,8.45
05/15/2012,2012,5,15,36.92,14.17,43.87,29.69,0,99.3,5.41,8.07
05/16/2012,2012,5,16,36.3,16.25,44.08,27.83,0,99.12,4.73,6.95
05/17/2012,2012,5,17,38.19,18.11,46.65,28.55,0,98.95,3.97,5.68
05/18/2012,2012,5,18,37.49,15.39,44.96,29.58,0,99.16,2.44,3.63
05/19/2012,2012,5,19,37.13,13.16,43.87,30.72,0,99.31,2.37,3.43
05/20/2012,2012,5,20,36.92,15.24,44.66,29.42,0,99.26,2.73,4
05/21/2012,2012,5,21,37.44,13.88,44.45,30.57,0,99.19,2.07,2.69
05/22/2012,2012,5,22,38.58,14.52,46.17,31.66,0,99.11,2.95,4
05/23/2012,2012,5,23,38.05,16.41,46.37,29.96,0,99.02,4.39,6.37
05/24/2012,2012,5,24,37.05,18.52,45.8,27.27,0,98.88,5.13,7.34
05/25/2012,2012,5,25,37.6,18.02,46.32,28.3,0,98.86,3.38,4.45
05/26/2012,2012,5,26,38.55,15.41,46.19,30.78,0,98.92,3.21,4.31
05/27/2012,2012,5,27,38.1,15.38,45.61,30.23,0,98.94,2.28,3.09
05/28/2012,2012,5,28,37.9,16.24,45.83,29.58,0,98.95,3.83,5.53
05/29/2012,2012,5,29,37.58,17.97,46.36,28.39,0,99.01,3.98,5.7
05/30/2012,2012,5,30,38,15.08,45.73,30.65,0,98.8,2.74,3.74
05/31/2012,2012,5,31,38.67,15.79,46.23,30.44,0,98.68,2.45,3.55
06/01/2012,2012,6,1,39.55,17.72,47.86,30.13,0.45,98.63,2.57,3.84
06/02/2012,2012,6,2,39.64,16.2,47.66,31.46,0.07,98.55,4.25,6.45
06/03/2012,2012,6,3,40.18,14.65,47.62,32.96,0,98.44,5.9,8.54
06/04/2012,2012,6,4,39.86,12.35,46.47,34.11,0,98.57,4.71,6.8
06/05/2012,2012,6,5,39.47,13.73,45.81,32.08,0.01,98.66,4.17,5.82
06/06/2012,2012,6,6,40.15,13.34,46.23,32.88,0,98.64,2.83,3.91
06/07/2012,2012,6,7,39.25,10.09,44.69,34.61,0,98.8,5.33,6.8
06/08/2012,2012,6,8,38.32,11.7,43.94,32.23,0,98.87,3.96,5.48
06/09/2012,2012,6,9,39.69,11.72,45.98,34.26,0,98.75,5.18,7.33
06/10/2012,2012,6,10,39.1,13.25,45.52,32.27,0,98.63,5.59,7.99
06/11/2012,2012,6,11,39.05,14.79,45.83,31.05,0,98.61,3.53,5.13
06/12/2012,2012,6,12,39.26,14.46,46.14,31.68,0,98.75,3.52,4.73
06/13/2012,2012,6,13,40.09,13.7,46.65,32.96,0,98.78,3.08,4.19
06/14/2012,2012,6,14,40.88,15.99,48.36,32.37,0,98.68,4.32,6.3
06/15/2012,2012,6,15,41.23,14.05,48.05,34,0,98.53,5.71,8.2
06/16/2012,2012,6,16,40.61,13.06,47.53,34.47,0.01,98.35,5.88,8.13
06/17/2012,2012,6,17,39.78,12.82,47.05,34.23,0.12,98.38,6.65,8.24
06/18/2012,2012,6,18,33.62,5.25,36.19,30.93,2.12,98.76,3.95,4.73
06/19/2012,2012,6,19,35.13,7.31,38.8,31.49,1.27,98.6,2.03,2.62
06/20/2012,2012,6,20,37.3,8.9,41.99,33.09,5.43,98.38,1.95,2.75
06/21/2012,2012,6,21,36.29,12.95,43.48,30.53,3.14,98.43,4.66,5.86
06/22/2012,2012,6,22,32.44,7.09,36.92,29.83,5.49,98.79,4.26,5.35
06/23/2012,2012,6,23,32.94,8.18,37.22,29.04,2.86,98.8,2.7,3.82
06/24/2012,2012,6,24,35.83,13.85,43.12,29.26,1.98,98.48,6.54,8.98
06/25/2012,2012,6,25,36.83,14.02,44.1,30.08,3.13,98.51,7.6,10.15
06/26/2012,2012,6,26,37.15,12.36,43.28,30.92,1.22,98.57,9,11.92
06/27/2012,2012,6,27,37.05,13.76,43.33,29.58,0,98.73,6.41,8.64
06/28/2012,2012,6,28,38.15,12.2,44.68,32.48,0.01,98.73,5.83,7.85
06/29/2012,2012,6,29,38.54,13.39,45.12,31.73,0,98.65,4.08,5.45
06/30/2012,2012,6,30,39.19,14.48,46.34,31.86,0.08,98.51,3.16,4.53
07/01/2012,2012,7,1,37.52,10.88,43.12,32.24,0.04,98.64,5.36,6.55
07/02/2012,2012,7,2,35.54,8.03,39.82,31.79,0.04,98.77,4.89,6.2
07/03/2012,2012,7,3,37.02,10.88,42.28,31.4,0.01,98.53,5.16,6.24
07/04/2012,2012,7,4,35.78,8.59,40.49,31.9,0.07,98.48,4.85,5.91
07/05/2012,2012,7,5,33.83,6.81,37.19,30.38,18.81,98.63,3.1,3.99
07/06/2012,2012,7,6,29.69,3.96,31.6,27.64,73.26,98.74,3.49,4.84
07/07/2012,2012,7,7,29.8,5.49,32.61,27.12,22.23,98.58,2.29,3.15
07/08/2012,2012,7,8,30.21,8.02,34.19,26.18,11.44,98.72,2.79,4.02
07/09/2012,2012,7,9,30.98,8.79,35.56,26.76,10.45,98.71,6.36,8.88
07/10/2012,2012,7,10,30.85,8.63,35.33,26.69,10,99.04,5.06,6.91
07/11/2012,2012,7,11,30.84,7.63,34.8,27.16,5.09,99.2,3.7,5.64
07/12/2012,2012,7,12,31.13,8.25,35.67,27.42,4.11,99.14,4.38,6.49
07/13/2012,2012,7,13,30.69,8.51,34.9,26.39,6.78,99.08,3.82,5.29
07/14/2012,2012,7,14,30.19,6.38,33.73,27.35,7.63,98.94,3.2,4.71
07/15/2012,2012,7,15,29.04,5.27,31.88,26.61,19.99,98.99,2.58,4.01
07/16/2012,2012,7,16,29.82,6.59,33.11,26.51,14.67,99.2,2.77,4.05
07/17/2012,2012,7,17,30.46,9.44,35.66,26.23,5.61,99.13,4.02,6.12
07/18/2012,2012,7,18,31.39,10.71,37.27,26.56,1.76,98.8,5.41,7.77
07/19/2012,2012,7,19,30.45,6.28,34.08,27.8,27.93,98.71,4.47,6.52
07/20/2012,2012,7,20,28.69,6.96,32.38,25.42,10.45,98.95,3.2,4.86
07/21/2012,2012,7,21,28.97,6.95,32.54,25.59,4.52,99.02,3.38,5.21
07/22/2012,2012,7,22,29.43,7.02,33.58,26.55,0.33,98.9,4.47,6.35
07/23/2012,2012,7,23,30.18,8.94,34.75,25.81,0.36,98.65,2.49,3.48
07/24/2012,2012,7,24,30.16,6,33.08,27.08,12.25,98.68,1.51,2.49
07/25/2012,2012,7,25,28.77,5.76,32.08,26.33,10.85,98.94,2.49,3.78
07/26/2012,2012,7,26,28.99,8.02,33.32,25.3,9.75,98.87,3.09,4.77
07/27/2012,2012,7,27,29.44,7.61,33.48,25.87,2.9,98.73,2.73,4.28
07/28/2012,2012,7,28,28.81,5.66,31.84,26.19,41.16,98.78,2.51,3.81
07/29/2012,2012,7,29,28.8,8.07,33.02,24.94,9.74,98.86,2.89,4.54
07/30/2012,2012,7,30,29.22,7.34,33.49,26.15,4.23,98.84,3.87,5.69
07/31/2012,2012,7,31,28.79,7.66,32.43,24.77,2.81,98.86,2.62,3.76
08/01/2012,2012,8,1,30.18,7.87,34.16,26.3,1.62,98.85,1.3,1.89
08/02/2012,2012,8,2,30.36,6.97,33.87,26.9,9.23,98.88,2.2,3.17
08/03/2012,2012,8,3,29.21,5.84,32.6,26.76,17.47,98.88,1.93,3.18
08/04/2012,2012,8,4,29.37,7.92,33.33,25.41,5.88,98.86,1.94,2.98
08/05/2012,2012,8,5,28.81,7.12,32.48,25.36,9.16,98.95,3.02,4.8
08/06/2012,2012,8,6,28.4,5.41,31.6,26.18,3.58,98.97,4.74,6.95
08/07/2012,2012,8,7,28.68,6.69,32.4,25.72,3.66,99.05,4.95,6.94
08/08/2012,2012,8,8,28.62,5.59,31.94,26.35,0.88,99.08,3.27,5
08/09/2012,2012,8,9,28.83,7.87,32.89,25.02,1.64,98.96,3.66,5.34
08/10/2012,2012,8,10,28.65,7.16,32.33,25.17,8.85,98.93,2.82,4.66
08/11/2012,2012,8,11,27.95,6.71,31.61,24.9,13.22,99.03,5.09,7.32
08/12/2012,2012,8,12,27.88,5.5,30.94,25.44,15.36,99.09,4.84,6.64
08/13/2012,2012,8,13,28.48,6.94,32.12,25.18,3.91,99.17,2.77,4.04
08/14/2012,2012,8,14,28.77,6.38,32.06,25.68,3.38,99.21,1.84,2.78
08/15/2012,2012,8,15,29.26,7.61,32.92,25.31,0.99,99.26,1.08,1.66
08/16/2012,2012,8,16,30.06,6.81,33.36,26.55,4.71,99.24,0.66,0.9
08/17/2012,2012,8,17,29.2,7.51,33.04,25.53,7.71,99.16,1.84,2.68
08/18/2012,2012,8,18,29.27,6.59,32.94,26.35,4.91,99.12,2.11,3.16
08/19/2012,2012,8,19,28.98,7.25,33.04,25.79,0.23,99.1,4.24,6.27
08/20/2012,2012,8,20,29.08,7.11,32.91,25.8,0.08,99.1,3.16,4.84
08/21/2012,2012,8,21,28.83,7.42,32.73,25.3,4.79,99.18,4.2,6.11
08/22/2012,2012,8,22,28.07,5.09,31.29,26.19,11.65,99.31,4.43,6.42
08/23/2012,2012,8,23,28.27,6.2,31.62,25.42,2.41,99.51,3.09,4.55
08/24/2012,2012,8,24,28.71,6.94,32.22,25.29,4.14,99.42,2.55,3.86
08/25/2012,2012,8,25,28.76,6.86,32.42,25.57,7.86,99.43,1.56,2.48
08/26/2012,2012,8,26,28.69,8.1,32.96,24.86,3.12,99.36,2.31,3.98
08/27/2012,2012,8,27,27.9,6.3,31.09,24.8,0.96,99.24,3.3,5.04
08/28/2012,2012,8,28,28.47,7.27,32.35,25.08,1.99,99.3,3.3,5.09
08/29/2012,2012,8,29,28.95,6.97,32.7,25.73,4.59,99.41,3.44,5.38
08/30/2012,2012,8,30,28.8,7.7,33.06,25.37,2.35,99.42,3.23,5.12
08/31/2012,2012,8,31,29.03,8.14,33.43,25.29,0.11,99.29,2.95,4.6
09/01/2012,2012,9,1,29.37,8.72,33.98,25.26,4.45,99.24,2.22,3.76
09/02/2012,2012,9,2,28.67,6.73,32.21,25.48,8.59,99.34,2.88,4.65
09/03/2012,2012,9,3,28.37,7.17,32.4,25.23,2.29,99.29,3.38,5.22
09/04/2012,2012,9,4,28.24,6.84,32.31,25.48,0.54,99.31,5.98,8.24
09/05/2012,2012,9,5,27.79,6.62,31.39,24.76,0.71,99.39,7.27,9.9
09/06/2012,2012,9,6,27.52,6.02,30.99,24.98,9.92,99.63,5.32,7.62
09/07/2012,2012,9,7,27.15,6.37,30.83,24.45,7.51,99.7,3.49,5.35
09/08/2012,2012,9,8,28.2,8.96,32.98,24.02,2.51,99.59,2.39,3.88
09/09/2012,2012,9,9,28.14,8.59,32.69,24.1,9,99.54,2.34,3.95
09/10/2012,2012,9,10,27.41,5.51,30.58,25.08,7.08,99.54,3.45,5.41
09/11/2012,2012,9,11,27.98,6.92,32.1,25.17,2.06,99.38,3.84,5.73
09/12/2012,2012,9,12,28.44,7.34,32.3,24.95,13.39,99.32,2.78,4.24
09/13/2012,2012,9,13,28.68,6.5,32.25,25.75,16.25,99.36,1.59,2.56
09/14/2012,2012,9,14,28.5,6.13,31.85,25.72,31.11,99.28,1.52,2.12
09/15/2012,2012,9,15,28.33,6.16,31.73,25.58,27.12,99.14,1.21,1.72
09/16/2012,2012,9,16,27.58,6.57,31.35,24.78,15.98,99.22,2.09,3.54
09/17/2012,2012,9,17,26.82,5.59,29.82,24.23,25.75,99.49,4.09,6.05
09/18/2012,2012,9,18,27.1,5.46,30,24.54,15,99.53,3.07,4.32
09/19/2012,2012,9,19,27.54,6.61,30.96,24.35,0.53,99.57,2.12,3.1
09/20/2012,2012,9,20,27.62,6.93,31.26,24.33,0.01,99.63,2.47,4.07
09/21/2012,2012,9,21,27.55,6.2,31.16,24.96,0,99.62,2.63,4.28
09/22/2012,2012,9,22,27.06,8.19,31.76,23.57,0,99.73,2.55,4.21
09/23/2012,2012,9,23,26.4,9.88,32.09,22.23,0,99.6,3.25,5.3
09/24/2012,2012,9,24,25.73,10.88,31.99,21.12,0,99.57,3.59,6.05
09/25/2012,2012,9,25,25.41,11.23,31.58,20.34,0,99.71,3.07,5.04
09/26/2012,2012,9,26,25.85,11.3,31.34,20.05,0,100.03,1.77,2.87
09/27/2012,2012,9,27,26.44,10.77,31.83,21.05,0,100.08,1.97,3.28
09/28/2012,2012,9,28,27.16,9.1,31.52,22.43,0,100,1.59,2.56
09/29/2012,2012,9,29,27.7,8.9,32.1,23.2,0.26,99.97,1.46,2.3
09/30/2012,2012,9,30,27.95,9.58,32.73,23.15,0.22,99.93,1.88,2.96
10/01/2012,2012,10,1,28.08,9.74,33.11,23.37,0.09,99.93,1.92,3.16
10/02/2012,2012,10,2,27.55,6.38,30.66,24.28,0,99.84,1.56,2.38
10/03/2012,2012,10,3,27.44,7.4,31.46,24.06,0.95,99.56,2.22,3.76
10/04/2012,2012,10,4,27.19,9.28,32.48,23.2,0.2,99.41,2.75,4.47
10/05/2012,2012,10,5,25.37,12.83,32.35,19.52,0.01,99.67,3.22,5.31
10/06/2012,2012,10,6,25.48,14.38,32.73,18.34,0.01,100.02,2.19,3.34
10/07/2012,2012,10,7,26.5,11.88,32.42,20.55,0,100.12,1.45,1.92
10/08/2012,2012,10,8,25.98,10.82,31.61,20.79,2.63,100.06,1.71,2.52
10/09/2012,2012,10,9,25.23,10.91,31.02,20.11,0.83,99.98,1.87,3.19
10/10/2012,2012,10,10,24.69,11.01,30.29,19.27,0.26,100.08,1.8,2.97
10/11/2012,2012,10,11,24.69,11.87,30.52,18.66,0,99.99,2.02,2.8
10/12/2012,2012,10,12,25.23,12.73,31.77,19.05,0,100.02,2.05,3.38
10/13/2012,2012,10,13,25.29,13.74,32.23,18.48,0,100.08,1.91,2.98
10/14/2012,2012,10,14,25.62,14.16,32.64,18.48,0,100.17,1.62,2.56
10/15/2012,2012,10,15,25.78,12.48,32.45,19.97,0,100.35,1.6,2.32
10/16/2012,2012,10,16,25.48,12.23,32.18,19.94,0,100.47,1.75,2.62
10/17/2012,2012,10,17,25.16,12.73,32.11,19.38,0.32,100.5,1.91,2.97
10/18/2012,2012,10,18,25.28,13.8,32.56,18.76,0,100.43,1.93,3.31
10/19/2012,2012,10,19,24.69,14.61,32.5,17.89,0,100.46,2.05,3.45
10/20/2012,2012,10,20,24.08,14.45,31.52,17.07,0,100.52,1.91,3.03
10/21/2012,2012,10,21,22.75,11.7,28.65,16.95,0,100.59,1.97,3.2
10/22/2012,2012,10,22,23.78,15.13,31.86,16.72,0,100.55,2.05,3.43
10/23/2012,2012,10,23,23.37,14.34,31.02,16.69,0,100.4,2.41,3.73
10/24/2012,2012,10,24,23.71,14.41,32,17.58,0,100.24,3.12,5.07
10/25/2012,2012,10,25,24.27,11.96,31.3,19.34,0,100.18,1.34,1.95
10/26/2012,2012,10,26,23.7,12.09,30.34,18.26,0,100.32,1.95,3.18
10/27/2012,2012,10,27,22.87,13.2,30.23,17.03,0,100.43,2.14,3.57
10/28/2012,2012,10,28,22.85,13.73,29.83,16.1,0,100.47,1.86,2.54
10/29/2012,2012,10,29,22.96,15.04,30.35,15.31,0,100.41,1.39,1.97
10/30/2012,2012,10,30,22.69,16.12,30.36,14.24,0,100.38,1.27,1.74
10/31/2012,2012,10,31,22.56,15.55,30.51,14.96,0,100.43,1.19,1.61
11/01/2012,2012,11,1,21.08,16.38,29.86,13.48,0,100.41,2.19,3.29
11/02/2012,2012,11,2,22.3,14.34,30.17,15.83,0,100.29,2.38,3.95
11/03/2012,2012,11,3,22.44,10.61,28.58,17.97,4.24,100.29,2.92,4.75
11/04/2012,2012,11,4,22.58,10.91,28.96,18.05,0.16,100.24,3.56,5.26
11/05/2012,2012,11,5,20.74,9.69,26.22,16.53,1.15,100.21,3.35,5
11/06/2012,2012,11,6,20.73,13.65,28.37,14.72,0.18,100.35,1.44,2.02
11/07/2012,2012,11,7,21.08,14.18,28.9,14.72,0,100.3,2.58,3.86
11/08/2012,2012,11,8,19.79,14.41,28.62,14.21,0,100.14,3.4,5.84
11/09/2012,2012,11,9,19.13,15.9,27.99,12.09,0,100.3,2.79,4.51
11/10/2012,2012,11,10,19.8,13.9,27.09,13.19,0,100.53,1.81,2.8
11/11/2012,2012,11,11,20.85,15.94,29.4,13.47,0,100.44,2.26,3.46
11/12/2012,2012,11,12,21.31,15.12,29.62,14.49,0,100.51,2.05,2.93
11/13/2012,2012,11,13,21.15,14.87,29.71,14.83,0,100.6,2.47,3.61
11/14/2012,2012,11,14,19.3,14.73,27.76,13.02,0,100.43,3.13,4.7
11/15/2012,2012,11,15,18.87,15.48,27.63,12.15,0,100.52,2.88,4.45
11/16/2012,2012,11,16,18.86,14.79,26.82,12.03,0,100.67,2.08,3.22
11/17/2012,2012,11,17,19.33,16.38,27.54,11.15,0,100.56,1.48,2.09
11/18/2012,2012,11,18,18.84,15.54,26.4,10.87,0,100.45,1.55,2.24
11/19/2012,2012,11,19,17.74,13.31,24.48,11.17,0,100.47,1.47,2.02
11/20/2012,2012,11,20,18.49,16.32,26.83,10.52,0,100.57,2.13,3.09
11/21/2012,2012,11,21,19.57,15.91,27.97,12.05,0,100.56,2.04,2.97
11/22/2012,2012,11,22,18.72,16.05,27.5,11.44,0,100.43,2.45,3.56
11/23/2012,2012,11,23,18.49,16.44,27.1,10.67,0,100.41,1.98,2.9
11/24/2012,2012,11,24,18.4,15.48,26.87,11.39,0,100.41,2.49,3.59
11/25/2012,2012,11,25,18.37,16.39,27.9,11.51,0,100.45,3.56,5.43
11/26/2012,2012,11,26,17.6,15.8,26.73,10.94,0,100.55,2.94,4.6
11/27/2012,2012,11,27,16.96,15.24,26.32,11.08,0,100.47,3.76,5.98
11/28/2012,2012,11,28,17.08,16.27,26.51,10.23,0,100.46,3.24,5.07
11/29/2012,2012,11,29,18.04,16.77,26.93,10.16,0,100.3,2.52,3.76
11/30/2012,2012,11,30,18.49,16.59,28.39,11.8,0,100.3,3.48,5.46
12/01/2012,2012,12,1,16.94,16.69,26.59,9.9,0,100.5,2.92,4.52
12/02/2012,2012,12,2,16.54,16.27,25.45,9.19,0,100.69,2.49,3.6
12/03/2012,2012,12,3,16.28,16.63,25.76,9.12,0,100.65,3.2,5.05
12/04/2012,2012,12,4,17.2,17.88,28.01,10.12,0,100.52,4.29,7.32
12/05/2012,2012,12,5,17.28,18.45,27.98,9.54,0,100.5,4.04,6.61
12/06/2012,2012,12,6,17.74,13.88,26.53,12.65,0,100.48,3.74,6.33
12/07/2012,2012,12,7,17.01,16.83,27.07,10.24,0,100.39,3.9,6.33
12/08/2012,2012,12,8,16.57,18.62,27.32,8.7,0,100.37,3.57,5.68
12/09/2012,2012,12,9,17.77,19.01,28.58,9.58,0,100.29,2.95,4.28
12/10/2012,2012,12,10,19.68,17.55,29.15,11.6,0,100.25,2.08,3.5
12/11/2012,2012,12,11,19.88,13.54,27.64,14.1,0,100.28,3.34,5.33
12/12/2012,2012,12,12,19.11,13.73,27.02,13.3,0,100.36,2.25,3.71
12/13/2012,2012,12,13,18.05,13.07,25.41,12.33,0,100.57,2.52,4.12
