Date,YEAR,MO,DY,T2M,T2M_RANGE,T2M_MAX,T2M_MIN,PRECTOTCORR,PS,WS10M,WS50M
02/02/1986,1986,2,2,16.3,17.54,26.27,8.73,0.01,100.47,3.27,5.23
02/03/1986,1986,2,3,17.04,19.77,27.93,8.15,0.01,100.49,2.91,4.68
02/04/1986,1986,2,4,18.58,19,28.7,9.7,0,100.47,3.31,5.2
02/05/1986,1986,2,5,19.58,16.76,28.93,12.17,0,100.43,3.26,5.37
02/06/1986,1986,2,6,19.62,17.09,29.15,12.06,0,100.51,3.55,5.69
02/07/1986,1986,2,7,19.88,13.27,27.79,14.52,0.72,100.58,1.34,2.01
02/08/1986,1986,2,8,20.36,12.75,27.71,14.96,0,100.71,1.53,2.13
02/09/1986,1986,2,9,22.33,13.61,30.01,16.4,0,100.71,3.72,5.48
02/10/1986,1986,2,10,19.15,9.41,24.61,15.2,12.71,100.76,3.46,4.84
02/11/1986,1986,2,11,18.47,12.69,25.98,13.3,4.54,100.7,2.33,3.91
02/12/1986,1986,2,12,19.29,12.71,26.62,13.9,0.64,100.51,1.26,2.02
02/13/1986,1986,2,13,21.62,14.23,28.62,14.39,0.79,100.49,1.45,2.5
02/14/1986,1986,2,14,20.54,9.53,25.79,16.26,14.12,100.44,1.34,1.84
02/15/1986,1986,2,15,19.05,13.77,26.4,12.62,0.21,100.43,3.5,5.52
02/16/1986,1986,2,16,17.87,16.01,27.02,11.01,0,100.4,4.16,7.09
02/17/1986,1986,2,17,16.3,18.6,26.42,7.81,0.04,100.54,3.8,5.98
02/18/1986,1986,2,18,17.3,19.48,27.87,8.4,0,100.64,3.69,5.98
02/19/1986,1986,2,19,19.03,18.45,29.2,10.75,0,100.47,4.51,7.46
02/20/1986,1986,2,20,19.01,19.36,29.3,9.94,0,100.52,2.8,4.57
02/21/1986,1986,2,21,22.33,17.86,32.3,14.44,0,100.47,1.69,2.32
02/22/1986,1986,2,22,24.11,14.17,32.27,18.1,0.15,100.23,2.88,4.55
02/23/1986,1986,2,23,19.61,14.34,27.7,13.36,0,100.38,4.69,7.41
02/24/1986,1986,2,24,18.29,19.64,29.18,9.54,0,100.4,4.11,6.92
02/25/1986,1986,2,25,17.87,20.15,28.75,8.59,0,100.42,3.75,6
02/26/1986,1986,2,26,18.69,19.49,29.36,9.86,0,100.44,3.87,5.87
02/27/1986,1986,2,27,18.94,19.38,29.42,10.04,0,100.34,3.91,6.07
02/28/1986,1986,2,28,20.17,19.15,30.52,11.37,0.08,100.32,2.89,4.2
03/01/1986,1986,3,1,21.96,15.52,30.67,15.15,0.45,100.32,2.25,3.55
03/02/1986,1986,3,2,20.51,19.08,30.83,11.76,0.01,100.5,3.13,4.74
03/03/1986,1986,3,3,20.2,19.5,30.61,11.11,0.06,100.59,3.41,5.34
03/04/1986,1986,3,4,22.12,17.65,31.91,14.26,0,100.52,2.35,3.41
03/05/1986,1986,3,5,22.62,15.91,31.19,15.28,0,100.43,2.03,2.73
03/06/1986,1986,3,6,23.69,16.77,32.45,15.68,0,100.37,1.84,2.46
03/07/1986,1986,3,7,24.44,20.25,34.73,14.48,0.02,100.26,2.99,4.3
03/08/1986,1986,3,8,25.11,17.09,34.57,17.48,0,100.23,2.16,3.11
03/09/1986,1986,3,9,26.05,18.45,35.97,17.52,0,100.21,3.15,4.5
03/10/1986,1986,3,10,27.51,18.62,37.47,18.85,0,100.16,2.65,3.78
03/11/1986,1986,3,11,28.27,20.11,38.87,18.76,0,99.98,2.52,3.88
03/12/1986,1986,3,12,27.95,16.88,37.32,20.44,0,99.91,2.83,4.15
03/13/1986,1986,3,13,26.42,19.27,36.44,17.17,0,99.89,4.52,7.43
03/14/1986,1986,3,14,27.33,20.73,38.51,17.79,0,99.8,4.05,6.54
03/15/1986,1986,3,15,28.25,18.73,38.36,19.63,0,99.53,4.02,6
03/16/1986,1986,3,16,24.32,15.73,32.69,16.96,0.03,99.79,5.93,8.93
03/17/1986,1986,3,17,24.08,19.87,34.41,14.55,0.02,100.03,5.12,8.2
03/18/1986,1986,3,18,26.77,21.62,37.83,16.2,0,99.84,3.29,5.09
03/19/1986,1986,3,19,26.62,17.61,36.08,18.48,0,99.7,2.38,3.9
03/20/1986,1986,3,20,24.94,17.05,34.32,17.26,0,99.85,4.88,7.66
03/21/1986,1986,3,21,23.6,22.64,35.36,12.72,0,99.95,4.45,7.29
03/22/1986,1986,3,22,26.73,22.34,38.15,15.81,0,99.81,2.73,4.27
03/23/1986,1986,3,23,28.44,19.03,38.3,19.27,0,99.77,3.2,5.35
03/24/1986,1986,3,24,27.58,16.77,36.29,19.52,0.15,99.91,4.52,7.1
03/25/1986,1986,3,25,26.71,18.14,36.27,18.13,0,100.09,3.98,6.44
03/26/1986,1986,3,26,24.97,20.07,35.13,15.05,0,100.29,4.69,7.38
03/27/1986,1986,3,27,27.53,20.77,38.55,17.77,0,100.11,5.51,8.52
03/28/1986,1986,3,28,29.24,20.68,40.05,19.37,0,99.91,4.41,7.11
03/29/1986,1986,3,29,31.5,20.44,42.14,21.7,0,99.6,3.09,4.82
03/30/1986,1986,3,30,31.84,20.83,42.89,22.06,0,99.54,2.36,3.95
03/31/1986,1986,3,31,31.44,15.84,40.07,24.23,0,99.52,2.52,3.9
04/01/1986,1986,4,1,29.48,19.99,39.83,19.83,0.02,99.66,3.3,5.51
04/02/1986,1986,4,2,29.73,20.28,40.05,19.78,0,99.77,2.84,5.02
04/03/1986,1986,4,3,29.58,18.18,39.58,21.4,0,99.79,3.85,6.11
04/04/1986,1986,4,4,29.3,17.38,38.41,21.03,0.02,99.99,2.98,4.48
04/05/1986,1986,4,5,27.66,15.9,36.3,20.4,0,100.13,2.79,4.03
04/06/1986,1986,4,6,28.2,15.76,37.01,21.26,0,100.02,2.53,3.56
04/07/1986,1986,4,7,30.16,18.3,39.94,21.65,0,99.83,2.53,3.69
04/08/1986,1986,4,8,30.11,20.46,40.52,20.06,0,99.61,3.02,4.8
04/09/1986,1986,4,9,32.83,18.57,42.39,23.83,0,99.57,3.2,4.41
04/10/1986,1986,4,10,33.12,18.42,42.53,24.11,0,99.64,2.73,3.94
04/11/1986,1986,4,11,33.35,18.96,42.51,23.55,0,99.75,2.62,3.93
04/12/1986,1986,4,12,34.69,18.31,44.03,25.72,0,99.61,3.13,4.55
04/13/1986,1986,4,13,34.22,15.38,42.6,27.22,0,99.49,3.61,5.33
04/14/1986,1986,4,14,34.72,17.85,43.86,26.01,0,99.59,5.05,7.72
04/15/1986,1986,4,15,33.98,17.34,42.75,25.41,0,99.6,5.99,9.25
04/16/1986,1986,4,16,33.63,18.91,43.3,24.39,0,99.44,6.1,9.34
04/17/1986,1986,4,17,33.49,18.06,42.94,24.89,0,99.22,5.16,8.04
04/18/1986,1986,4,18,33.58,19.66,43.98,24.31,0,99.23,2.97,4.55
04/19/1986,1986,4,19,33.58,18.68,43.59,24.9,0,99.42,3.2,4.75
04/20/1986,1986,4,20,33.68,19.22,43.93,24.71,0,99.4,3.77,5.46
04/21/1986,1986,4,21,34.32,17.51,43.51,26,0,99.44,2.2,2.96
04/22/1986,1986,4,22,33.31,20.06,43.38,23.32,0,99.56,3.03,4.77
04/23/1986,1986,4,23,34.32,18.95,43.26,24.31,0.01,99.38,2.25,3.19
04/24/1986,1986,4,24,35.43,18.71,44.66,25.94,0,99.12,2.29,3.6
04/25/1986,1986,4,25,35.17,15.91,43.12,27.21,0.11,99.27,4.05,5.98
04/26/1986,1986,4,26,35.34,15.91,43.65,27.75,0.01,99.21,3.51,5.09
04/27/1986,1986,4,27,34.97,16.1,43.02,26.93,0.01,99.23,2.97,4.62
04/28/1986,1986,4,28,33.51,14.23,40.72,26.49,0.54,99.3,3.41,5.23
04/29/1986,1986,4,29,32.27,13.89,39.36,25.47,2.43,99.43,2.66,4.01
04/30/1986,1986,4,30,33.05,16,41.74,25.74,1.1,99.52,3.27,4.57
05/01/1986,1986,5,1,32.91,16.53,42.01,25.48,0.07,99.51,2.84,3.99
05/02/1986,1986,5,2,33.75,19.45,43.37,23.92,0.07,99.39,2.96,4.36
05/03/1986,1986,5,3,35.76,16.52,43.77,27.26,0,99.35,2.16,3.02
05/04/1986,1986,5,4,35.1,15.69,43.26,27.58,0.31,99.34,3.23,5.19
